sample,group,condition,replicate,pod5_dir
knockout_01,knockout,knockout,1,/SAN/vyplab/NYGC_ALSFTD/nanopore_pod5/20240822_1308_P2S-02348-B_PBA04080_06f9e9d5/pod5/
